               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 146,            0.020252,            0.027462,                   0,             0.94228,             0.93975,             0.96883,             0.69773,            0.024509,            0.031483,                   0,           0.0028582,           0.0028582,           0.0028582
                 147,            0.019752,            0.027147,                   0,             0.94116,              0.9411,             0.96926,             0.69814,             0.02433,            0.031347,                   0,            0.002809,            0.002809,            0.002809
                 148,            0.019837,            0.027355,                   0,             0.94417,              0.9393,             0.97111,             0.69832,            0.024329,            0.031293,                   0,           0.0027597,           0.0027597,           0.0027597
                 149,            0.019804,            0.026782,                   0,             0.95421,             0.92769,             0.96919,             0.70445,            0.024199,            0.031407,                   0,           0.0027104,           0.0027104,           0.0027104
                 150,            0.019839,            0.026524,                   0,             0.94537,             0.92941,             0.96987,             0.70553,             0.02421,            0.031238,                   0,           0.0026612,           0.0026612,           0.0026612
                 151,            0.019465,            0.027063,                   0,             0.95047,              0.9319,             0.97283,             0.70654,            0.023983,            0.031215,                   0,           0.0026119,           0.0026119,           0.0026119
                 152,            0.019486,            0.026464,                   0,             0.95171,             0.93048,             0.97112,              0.7041,            0.024148,            0.031445,                   0,           0.0025627,           0.0025627,           0.0025627
                 153,            0.019606,            0.027385,                   0,             0.94674,             0.93506,             0.97149,             0.70544,            0.024202,            0.031269,                   0,           0.0025134,           0.0025134,           0.0025134
                 154,              0.0195,            0.027016,                   0,             0.95268,             0.93031,             0.97189,             0.70291,             0.02417,            0.031369,                   0,           0.0024642,           0.0024642,           0.0024642
                 155,            0.019364,            0.026539,                   0,             0.95754,             0.92716,              0.9715,             0.70417,            0.024259,            0.031668,                   0,           0.0024149,           0.0024149,           0.0024149
                 156,            0.019261,            0.026771,                   0,             0.95807,             0.92401,             0.96992,             0.70651,            0.024142,            0.031612,                   0,           0.0023657,           0.0023657,           0.0023657
                 157,            0.019275,            0.026682,                   0,             0.94487,             0.94021,             0.97205,             0.70469,            0.023989,            0.031344,                   0,           0.0023164,           0.0023164,           0.0023164
                 158,            0.019112,            0.025697,                   0,             0.95958,             0.92446,             0.96972,             0.70657,            0.024025,            0.031191,                   0,           0.0022672,           0.0022672,           0.0022672
                 159,            0.018811,            0.025839,                   0,             0.93498,             0.94404,             0.96968,             0.70373,            0.024204,            0.031373,                   0,           0.0022179,           0.0022179,           0.0022179
                 160,            0.018732,            0.026131,                   0,             0.94798,              0.9366,             0.97276,             0.70546,            0.024222,             0.03163,                   0,           0.0021687,           0.0021687,           0.0021687
                 161,            0.018699,            0.025509,                   0,             0.94589,             0.94312,             0.97213,             0.71227,            0.023804,            0.031159,                   0,           0.0021194,           0.0021194,           0.0021194
